Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
2024-04-19,101.5,174.6300048828125,119.0160140991211,67.60079956054688,95.05000305175781,269.2194519042969,32.43000030517578,12.300000190734863,153.3568115234375,175.6722412109375,327.4700012207031,396.095947265625,84.0999984741211,114.01929473876953,1.600000023841858,173.5915985107422,145.4499969482422,38.652587890625,57.54999923706055,252.22000122070312,101.72000122070312,179.0,124.47823702730302,67.67909965855614,95.44999694824219,271.98762056640203,33.279998779296875,12.529999732971191,155.6160147529958,176.85254932064007,338.2200012207031,402.4077746386735,86.69999694824219,115.89513389803629,1.6399999856948853,176.4161537000511,150.08999633789062,38.77157889411209,58.810001373291016,256.3599853515625,100.44999694824219,173.44000244140625,118.30964558074662,66.9059029917084,94.44999694824219,267.5864466270273,32.209999084472656,12.151000022888184,151.57533531126506,174.69510718275478,326.010009765625,394.7561698730406,83.13999938964844,113.6024432749844,1.5199999809265137,172.91014761543266,144.5500030517578,38.51376442278076,57.5,250.52000427246094,100.69000244140625,178.74000549316406,124.37845890331013,66.96462433166118,94.62999725341797,271.3304255100834,32.810001373291016,12.25,155.45677241386718,176.49457734485176,336.7300109863281,400.9687488676842,86.27999877929688,115.25000987789754,1.5199999809265137,176.00136077892338,147.66000366210938,38.573261815852206,58.11000061035156,255.42999267578125,1312900,55950000,44797000,12860700,1797400,4903600,1141700,3051200,32239100,3037600,1351900,30276500,4085700,8250300,2439600,954100,4959000,3189800,2032400,1535300
2024-04-22,100.87999725341797,177.22999572753906,120.96715545654297,69.17655181884766,97.23999786376953,272.6448059082031,32.45000076293945,12.529999732971191,155.53639221191406,175.9818115234375,340.1600036621094,397.9219665527344,84.69000244140625,113.67192077636719,1.649999976158142,175.9717254638672,147.2100067138672,40.675453186035156,58.61000061035156,253.52999877929688,101.94000244140625,178.8699951171875,121.83060024899082,69.39187334938626,98.05000305175781,278.50975574545686,32.900001525878906,12.6850004196167,156.88992171020138,177.35562429850836,342.1700134277344,399.79766079093116,85.4800033569336,115.46835752899797,1.649999976158142,176.77169941707118,148.39999389648438,40.77461172351435,58.88999938964844,254.82000732421875,100.52999877929688,174.55999755859375,118.60404656658062,67.64973728173122,94.55000305175781,268.41289167774516,31.770000457763672,11.960000038146973,153.32695413108942,174.57899075258948,321.7699890136719,392.7514505668274,82.83000183105469,113.48334186519067,1.5800000429153442,173.95701475979448,144.32000732421875,40.29864393483391,57.61000061035156,251.0,101.61000061035156,176.94000244140625,120.97110497574513,68.21250335436864,95.5,278.2010773737815,32.470001220703125,12.420000076293945,153.5757645889644,176.5139200261285,330.0,397.04862935947983,84.83000183105469,115.16068252422266,1.6100000143051147,174.40143468734348,145.4499969482422,40.32839073954652,57.95000076293945,254.35000610351562,1192900,37924900,25162000,15015600,2853000,6747200,859100,3224900,26446200,3076500,1462400,20286900,2653400,7125500,538300,1062900,3736500,3885000,1906800,1099100
2024-04-23,101.76000213623047,179.5399932861328,123.41028594970703,70.9676284790039,98.2300033569336,275.5025939941406,32.709999084472656,12.890000343322754,157.5069580078125,176.26239013671875,366.30999755859375,404.48193359375,87.87999725341797,114.22771453857422,1.6799999475479126,185.67990112304688,151.1699981689453,42.12318801879883,60.33000183105469,256.82000732421875,102.11000061035156,179.92999267578125,124.27076859310226,71.25146073145714,98.75,275.52252833321796,33.0,13.260000228881836,158.21358635071638,178.67136771093652,367.4100036621094,405.10716505974153,88.87999725341797,114.99194975472561,1.75,185.9169321189606,152.07899475097656,42.21243221347945,60.47999954223633,259.3399963378906,101.12000274658203,175.97999572753906,121.31885727335843,69.47995649835991,97.2699966430664,269.2592866235005,31.809999465942383,12.539999961853027,155.53638354340058,173.17617548536836,342.0,400.0060952402287,85.01000213623047,113.89026553462509,1.6349999904632568,182.5294489026432,148.80099487304688,41.80587616719119,58.96099853515625,255.24000549316406,101.3499984741211,178.0800018310547,121.33367550745075,69.56804597462181,97.83000183105469,273.77997537582104,32.36000061035156,12.539999961853027,156.21315584791824,176.78481456174814,343.2300109863281,401.1771473553241,86.0,114.30711697676223,1.649999976158142,182.5393195430096,148.92999267578125,41.88520602142092,58.9900016784668,256.1400146484375,996400,37046500,22025000,15268200,2364300,6285200,913500,2988000,21151600,5950200,1745600,15734500,2429000,5494800,560200,1649200,4826500,4314300,1870700,1286400
2024-04-24,102.19000244140625,176.58999633789062,124.16407012939453,73.04252624511719,99.19000244140625,275.01470947265625,33.02000045776367,12.829999923706055,158.37283325195312,178.11024475097656,369.2900085449219,405.9606018066406,87.68000030517578,114.47584533691406,1.6299999952316284,185.73916625976562,154.99000549316406,43.48168182373047,60.97999954223633,255.74000549316406,102.5999984741211,180.32000732421875,127.00928410755694,73.11103696110966,99.91999816894531,277.7530071820755,33.41999816894531,13.140000343322754,158.8107420758396,178.29405063078988,370.79998779296875,409.3447683032301,89.9000015258789,114.86293034306823,1.6699999570846558,186.92429107499748,155.0800018310547,43.491599947339694,61.119998931884766,258.94000244140625,101.70999908447266,176.17999267578125,122.99239704364767,71.93656541063636,98.26000213623047,272.9435436425937,32.56999969482422,12.539999961853027,156.42215263269097,175.49807843331462,362.010009765625,403.69787828909796,87.16999816894531,113.02678486619492,1.600000023841858,184.29725410361914,152.02999877929688,43.13462315052422,59.790000915527344,254.42999267578125,101.72000122070312,179.94000244140625,124.86351941363344,72.17145822730942,99.66999816894531,276.8170048067478,33.02000045776367,13.0,156.74063729958468,177.2104949663213,368.5,406.4568133700171,89.48999786376953,114.51554655734611,1.659999966621399,186.19345682192602,153.0,43.22386734972809,60.939998626708984,257.989990234375,996800,34185100,20108000,16375200,2939400,3938800,599300,3501200,22779100,7616600,1314600,15065300,2001500,5791800,428800,1188900,3972700,4274900,1659600,1163500
2024-04-25,101.79000091552734,173.6699981689453,127.878662109375,73.51232147216797,99.9000015258789,271.9776916503906,32.439998626708984,12.399999618530273,155.25772094726562,163.41445922851562,366.1300048828125,396.01654052734375,86.76000213623047,114.02922058105469,1.6799999475479126,182.79608154296875,152.5,43.07512664794922,60.0099983215332,254.05999755859375,102.16000366210938,173.9199981689453,129.22321711852007,73.60040348080294,100.13999938964844,272.4157913128944,32.45000076293945,12.5,155.74539489675468,166.83927762875192,370.739990234375,396.8601062584313,87.5469970703125,114.128469846647,1.7100000381469727,182.9738585473295,153.82000732421875,43.16437084899932,60.04499816894531,256.95001220703125,100.29000091552734,166.32000732421875,124.18185187300598,72.23508007720335,98.36000061035156,268.1341017348889,31.420000076293945,12.069999694824219,150.15212564884374,160.27019908418995,351.3399963378906,385.0899520019121,84.5199966430664,111.93502851645262,1.565000057220459,177.92718878269662,149.5500030517578,42.54957956546302,58.77000045776367,250.58999633789062,101.62000274658203,169.67999267578125,125.70819782249215,72.23508007720335,98.8499984741211,270.44423647463094,32.02000045776367,12.350000381469727,150.60994355919925,162.7275528246337,362.42999267578125,391.0444908759172,85.01000213623047,112.7786586323376,1.6200000047683716,179.1221841960899,152.58999633789062,42.64873810767161,59.52000045776367,254.0500030517578,1139400,49249400,30410000,11921900,1570600,4811900,908900,4050400,57109700,16702200,1150200,40586500,1888700,6796600,882500,1557100,3965000,1733500,2266800,1446100
2024-04-26,101.68000030517578,179.6199951171875,132.78369140625,73.94296264648438,100.5199966430664,273.122802734375,33.5099983215332,12.949999809265137,171.1318359375,161.69236755371094,383.79998779296875,403.2414245605469,88.01000213623047,116.33184051513672,1.75,183.87257385253906,158.1300048828125,44.017147064208984,60.88999938964844,251.0399932861328,102.62000274658203,180.82000732421875,133.94548315082116,75.293605680765,103.37000274658203,275.7216816293664,33.81999969482422,13.0600004196167,173.87871320868138,162.40828192855113,385.8599853515625,409.87080464048637,89.4229965209961,118.31685615243396,1.7699999809265137,184.5540247594947,160.2899932861328,44.37412386139148,61.25,255.5399932861328,101.66000366210938,176.1300048828125,128.7391426553039,73.46338016582213,100.27999877929688,272.29631767537427,32.58000183105469,12.520000457763672,168.84277660691075,160.33790822085948,375.29998779296875,402.6856699602139,86.88999938964844,115.27978465048398,1.659999966621399,183.28001898494944,155.8000030517578,43.927902864913364,60.4900016784668,250.63999938964844,102.18000030517578,177.8000030517578,129.41784188607886,74.56445004824565,102.5,273.8297729122429,32.86000061035156,12.579999923706055,173.5403194325108,162.05032474113105,382.44000244140625,409.04710666417816,88.02999877929688,116.16311600330255,1.690000057220459,183.38865630445946,159.75999450683594,44.02706518782841,60.970001220703125,253.08999633789062,820100,43919800,24100000,14216100,4816700,3754600,826700,3414100,64665300,8983800,1558700,29694700,1763900,8355100,506300,920900,6533300,3161500,1602600,2549100
2024-04-29,101.77999877929688,180.9600067138672,132.24526977539062,74.78467559814453,106.16999816894531,274.56658935546875,34.040000915527344,12.970000267028809,165.3594207763672,161.98260498046875,371.94000244140625,399.2022399902344,89.6500015258789,115.61723327636719,1.75,181.49246215820312,157.44000244140625,44.03697967529297,61.2599983215332,248.77000427246094,102.83000183105469,183.52999877929688,133.6639309453461,74.90211828211444,107.80000305175781,276.11001162295935,34.189998626708984,13.239999771118164,168.74325204452023,162.74691034785343,382.2770080566406,403.24140976178137,91.0199966430664,116.43108938196961,1.8049999475479126,182.55907905375955,159.61500549316406,44.06672648093852,62.16999816894531,252.4499969482422,101.62000274658203,179.38999938964844,130.9688817339235,73.61998586805232,104.05000305175781,272.0573240577184,33.5099983215332,12.890000343322754,164.4239062306873,160.8216503119627,368.1600036621094,396.1654273618807,88.5,114.42622692698004,1.7300000190734863,180.801140578587,156.23500061035156,43.739500270869854,61.0099983215332,248.19000244140625,101.70999908447266,182.75,132.78468059936807,74.04083957553122,104.87999725341797,273.72023080780974,33.810001373291016,13.0,168.25557809024173,161.95358222093157,380.3699951171875,402.1795096483343,88.9000015258789,116.11348718398412,1.75,182.48006872042055,158.6999969482422,43.898156205405904,61.34000015258789,251.3300018310547,705700,54063900,13372000,13076400,9599700,3576400,698100,2925200,45610000,5242200,1151200,19582100,3444400,4994100,267600,476700,4268000,2602200,1731300,2182000
2024-04-30,100.93000030517578,175.0,128.45660400390625,73.25785064697266,103.4000015258789,267.7955627441406,32.86000061035156,12.649999618530273,162.00547790527344,160.79261779785156,365.17999267578125,386.380126953125,87.4000015258789,112.89775848388672,1.7200000286102295,178.9641876220703,155.1999969482422,43.38252258300781,59.880001068115234,244.72999572753906,101.76000213623047,182.99000549316406,133.20654958339898,74.66722253654308,106.13999938964844,273.4414177690203,34.005001068115234,12.859999656677246,167.30017218886394,161.33439562613117,374.05999755859375,399.112934090919,91.58999633789062,114.65449389950167,1.7699999809265137,181.18630233555564,158.5800018310547,43.97748137965532,61.33000183105469,248.75999450683594,100.68000030517578,174.8000030517578,128.33608335665352,72.89572576270292,103.29000091552734,267.2180138426537,32.77000045776367,12.5600004196167,161.8263416497257,159.8831986879514,364.3999938964844,386.2213658866136,87.31999969482422,112.83821044098791,1.7000000476837158,178.67777328664482,155.0,43.372608242214525,59.869998931884766,244.36000061035156,101.16000366210938,181.08999633789062,131.2830581426482,74.27572951531704,105.48999786376953,273.34186761637,33.68000030517578,12.75,164.8220143504815,161.07319080614263,369.3599853515625,398.44799719369325,89.26000213623047,114.22771525684908,1.7200000286102295,180.38632838016983,156.1300048828125,43.967567038862036,60.810001373291016,248.75999450683594,1691000,94639800,22113000,12856000,3586800,5218000,999500,3265400,33562900,6011600,1080800,28781400,4184300,6234700,392000,773200,4016200,2803600,1908100,2674300
2024-05-01,100.88999938964844,179.0,122.7849349975586,73.90381622314453,104.31999969482422,267.546630859375,35.529998779296875,12.930000305175781,163.080322265625,159.0802001953125,373.3299865722656,391.9476318359375,88.04000091552734,113.77117156982422,1.7300000190734863,177.83831787109375,156.13999938964844,43.749412536621094,60.95000076293945,244.9600067138672,102.38999938964844,185.14999389648438,127.67613558161435,74.62807346830891,105.5199966430664,272.83403248863016,36.59000015258789,13.354999542236328,166.3248050727695,160.86034631341553,387.19000244140625,398.6762601059751,90.81999969482422,115.88521812634019,1.7999999523162842,181.15666139688437,160.2989959716797,44.01714512269881,62.16999816894531,249.92999267578125,100.73999786376953,176.55999755859375,122.63575774004418,73.27743036779559,102.87999725341797,265.41572273485696,34.834999084472656,12.579999923706055,162.31398182603573,158.95443983324927,365.5199890136719,387.35270744745037,86.51000213623047,112.7985181219745,1.690000057220459,176.92970658796924,154.17999267578125,43.283362878772344,59.70500183105469,241.13999938964844,101.01000213623047,181.63999938964844,126.2890930990916,73.39487304873076,103.5,267.8752132213397,35.68000030517578,12.729999542236328,163.51823108824746,160.29921506298876,379.1499938964844,389.635268755834,88.12000274658203,113.05657228195325,1.7100000381469727,179.448106292781,158.13999938964844,43.48167995054338,59.79999923706055,245.3800048828125,767600,94645100,30958000,10549100,2640000,3761000,3930000,7424900,33493200,4029900,1226100,23562500,2802600,5583600,752700,622200,3414900,1687400,2013600,2854400
2024-05-02,99.73999786376953,184.72000122070312,122.36111450195312,78.62129211425781,111.75,270.9720153808594,35.34000015258789,8.789999961853027,165.82717895507812,159.33175659179688,363.1700134277344,394.8256530761719,88.97000122070312,114.09869384765625,1.7400000095367432,178.4012451171875,157.77000427246094,46.75396728515625,61.52000045776367,250.85000610351562,101.01000213623047,185.10000610351562,124.91785529889891,79.68321204478929,112.55000305175781,271.9179546317585,36.0,8.8100004196167,165.9366561572897,159.51557723844942,380.94000244140625,396.89981398666424,89.5,114.942323948927,1.7599999904632568,179.38885165903855,159.38999938964844,47.081193498552516,61.88999938964844,255.1999969482422,97.70999908447266,179.91000366210938,120.85354386146685,75.51872338076673,107.7699966430664,266.79984257511717,34.34000015258789,7.829999923706055,163.1101731735162,157.32909766753704,360.6000061035156,391.6598205584853,85.31999969482422,113.40394142831175,1.690000057220459,177.48277826671236,154.2899932861328,45.494634137058135,60.43000030517578,248.6999969482422,101.01000213623047,180.85000610351562,124.11072132158154,75.93956962748646,107.86000061035156,269.2792372026144,35.880001068115234,8.149999618530273,164.00588469256783,159.00282215164975,379.8299865722656,394.64702416400013,89.43000030517578,114.36667518957017,1.7300000190734863,179.24071670563285,158.00999450683594,45.5144666019088,61.599998474121094,249.5800018310547,1941300,54303500,29480000,36663900,6912900,3859900,2179300,28463700,24294500,3829900,1062800,17709400,7833700,5001000,516200,731400,2671600,4724500,1941500,3929100
